Bandit,Reward,Algorithm
2,4.342088504305915,EpsilonGreedy
2,3.5937421758412116,EpsilonGreedy
2,4.212815073682686,EpsilonGreedy
2,3.203113547946506,EpsilonGreedy
2,3.0495727292994044,EpsilonGreedy
2,2.1314180629523003,EpsilonGreedy
2,3.116410980120757,EpsilonGreedy
2,3.8660705160427984,EpsilonGreedy
2,2.8964239000983767,EpsilonGreedy
2,3.9686284846273447,EpsilonGreedy
2,3.6457327887232474,EpsilonGreedy
2,3.1280410685584608,EpsilonGreedy
2,2.518661650720275,EpsilonGreedy
2,1.1806995504700708,EpsilonGreedy
2,3.9146055155940847,EpsilonGreedy
2,1.235873100699918,EpsilonGreedy
2,4.499888675675197,EpsilonGreedy
2,2.247553299673131,EpsilonGreedy
2,4.6737481593913826,EpsilonGreedy
2,3.076048039896385,EpsilonGreedy
2,3.352959975538902,EpsilonGreedy
2,1.7197088717647442,EpsilonGreedy
2,1.6983966742580001,EpsilonGreedy
2,0.8541432401500582,EpsilonGreedy
2,3.5129412507914957,EpsilonGreedy
2,1.7815103587134145,EpsilonGreedy
2,1.8396749747306942,EpsilonGreedy
2,3.122505498339519,EpsilonGreedy
2,4.973460891602558,EpsilonGreedy
2,3.18150697762731,EpsilonGreedy
2,2.224768206332312,EpsilonGreedy
2,2.9648030615375163,EpsilonGreedy
2,3.056558949589168,EpsilonGreedy
2,2.747080695893005,EpsilonGreedy
2,3.12743440666809,EpsilonGreedy
2,3.866849063342143,EpsilonGreedy
2,3.471036831418021,EpsilonGreedy
2,2.641790799509221,EpsilonGreedy
2,3.9018634370178873,EpsilonGreedy
2,2.22891345949556,EpsilonGreedy
2,3.576174599471101,EpsilonGreedy
2,3.075265945929188,EpsilonGreedy
2,2.1249913325419243,EpsilonGreedy
2,0.8233186107278176,EpsilonGreedy
2,2.6089659987695084,EpsilonGreedy
2,4.562813566208111,EpsilonGreedy
2,3.5556402396335343,EpsilonGreedy
2,0.9924319786372262,EpsilonGreedy
2,4.067456172234752,EpsilonGreedy
2,1.5847974804824851,EpsilonGreedy
2,3.595401135710423,EpsilonGreedy
2,2.382909591713125,EpsilonGreedy
2,1.7411579584478047,EpsilonGreedy
2,3.17396632916957,EpsilonGreedy
2,3.9078719472424277,EpsilonGreedy
2,2.9912094436966443,EpsilonGreedy
2,3.4514111986474982,EpsilonGreedy
2,3.285980166188284,EpsilonGreedy
2,4.783112835375057,EpsilonGreedy
2,2.090307049851547,EpsilonGreedy
2,3.638623649837644,EpsilonGreedy
2,3.9874930057007223,EpsilonGreedy
2,3.7642043880019083,EpsilonGreedy
2,2.802037031298685,EpsilonGreedy
2,3.4768280943241106,EpsilonGreedy
2,5.06704400175138,EpsilonGreedy
2,1.0550607096292504,EpsilonGreedy
2,2.417419084365066,EpsilonGreedy
2,3.2609064338316736,EpsilonGreedy
2,2.928325963442563,EpsilonGreedy
2,1.9761814805109457,EpsilonGreedy
2,2.440258025271728,EpsilonGreedy
2,4.505025114660821,EpsilonGreedy
2,2.4915940451062473,EpsilonGreedy
2,1.7581594832944665,EpsilonGreedy
2,3.5319168922188457,EpsilonGreedy
2,3.696351126652487,EpsilonGreedy
2,2.4262461996918354,EpsilonGreedy
2,2.3192557254294464,EpsilonGreedy
2,3.8202457394862552,EpsilonGreedy
2,1.2927228443724015,EpsilonGreedy
2,3.5525331523474404,EpsilonGreedy
2,3.2955504509791527,EpsilonGreedy
2,4.998049542287028,EpsilonGreedy
2,1.4204792426874062,EpsilonGreedy
2,2.252892111059737,EpsilonGreedy
2,3.054919298652257,EpsilonGreedy
2,1.1326481736308907,EpsilonGreedy
2,2.2352086130445494,EpsilonGreedy
2,4.705824859337685,EpsilonGreedy
2,2.967669749074886,EpsilonGreedy
2,3.8281534903901053,EpsilonGreedy
2,4.00989496104966,EpsilonGreedy
2,3.658705125709754,EpsilonGreedy
2,2.0908423829148757,EpsilonGreedy
2,3.0870352281466724,EpsilonGreedy
2,2.0526586200578754,EpsilonGreedy
2,3.055155876418612,EpsilonGreedy
2,5.5056892096419725,EpsilonGreedy
2,4.414251262612414,EpsilonGreedy
2,2.5264112190228913,EpsilonGreedy
2,4.706163973397711,EpsilonGreedy
2,3.5170157301179605,EpsilonGreedy
2,2.8880274794053826,EpsilonGreedy
2,3.3264233650707142,EpsilonGreedy
2,3.813688575956651,EpsilonGreedy
2,1.4988355516569132,EpsilonGreedy
2,2.7311658232048246,EpsilonGreedy
2,2.5601357123845823,EpsilonGreedy
2,4.204970647300748,EpsilonGreedy
2,3.672425018895093,EpsilonGreedy
2,2.670726292944182,EpsilonGreedy
2,2.5297185532705564,EpsilonGreedy
2,2.526573807299504,EpsilonGreedy
2,3.951883018028554,EpsilonGreedy
2,1.416593278960488,EpsilonGreedy
2,4.415482802510849,EpsilonGreedy
2,3.475318860212307,EpsilonGreedy
2,4.318838621090771,EpsilonGreedy
2,1.4442500241283716,EpsilonGreedy
2,0.21536435521789965,EpsilonGreedy
2,3.471688105197841,EpsilonGreedy
2,1.4702356968271921,EpsilonGreedy
2,4.038826145111929,EpsilonGreedy
2,2.3017839716846478,EpsilonGreedy
2,3.078408922506077,EpsilonGreedy
2,1.5152984284829278,EpsilonGreedy
2,4.107323896243615,EpsilonGreedy
2,3.1759566572212443,EpsilonGreedy
2,1.93974172605388,EpsilonGreedy
2,1.8820548436330495,EpsilonGreedy
2,2.4328368320646048,EpsilonGreedy
2,4.1288887430469075,EpsilonGreedy
2,4.086105526769655,EpsilonGreedy
2,2.605417681763405,EpsilonGreedy
2,3.2348140867955664,EpsilonGreedy
2,4.818019607961116,EpsilonGreedy
2,4.591717323188156,EpsilonGreedy
2,2.982076426438146,EpsilonGreedy
2,3.1097326391877926,EpsilonGreedy
2,2.8160638445910213,EpsilonGreedy
2,4.414963691496663,EpsilonGreedy
2,3.125046031166447,EpsilonGreedy
2,2.7431829720742678,EpsilonGreedy
2,4.02428658177939,EpsilonGreedy
2,3.0255713364094334,EpsilonGreedy
2,1.5891494695942172,EpsilonGreedy
2,3.9627906903506935,EpsilonGreedy
2,3.172558429634359,EpsilonGreedy
2,4.249805319411215,EpsilonGreedy
2,3.4203245871845205,EpsilonGreedy
2,2.7241904343980083,EpsilonGreedy
2,1.9424687485666576,EpsilonGreedy
2,4.363153102106705,EpsilonGreedy
2,3.769919558529663,EpsilonGreedy
2,3.3303190682426163,EpsilonGreedy
2,3.8700099075640746,EpsilonGreedy
2,1.5013405984930452,EpsilonGreedy
2,4.139157572861677,EpsilonGreedy
2,4.18521029151089,EpsilonGreedy
2,2.329960806444653,EpsilonGreedy
2,2.6449676723532756,EpsilonGreedy
2,3.257473234582658,EpsilonGreedy
2,1.6657119844440433,EpsilonGreedy
2,2.8785533605156606,EpsilonGreedy
2,3.869740440228413,EpsilonGreedy
2,4.057124933356309,EpsilonGreedy
2,1.9992828420566553,EpsilonGreedy
2,4.853965377311879,EpsilonGreedy
2,4.103025266777783,EpsilonGreedy
2,4.151425374464733,EpsilonGreedy
2,2.9917634329379217,EpsilonGreedy
2,4.359157627210558,EpsilonGreedy
2,4.810950266331943,EpsilonGreedy
2,2.979151239334864,EpsilonGreedy
2,2.1012000917575357,EpsilonGreedy
2,2.0903661025100275,EpsilonGreedy
2,2.9011371229547844,EpsilonGreedy
2,5.297958975997083,EpsilonGreedy
2,4.403897541198283,EpsilonGreedy
2,2.5044926635305162,EpsilonGreedy
2,3.1472078293696026,EpsilonGreedy
2,2.77745852782886,EpsilonGreedy
2,3.8244153882574605,EpsilonGreedy
2,2.8753862186565304,EpsilonGreedy
2,2.8723041493892283,EpsilonGreedy
2,3.5551452887111212,EpsilonGreedy
2,1.245213159424766,EpsilonGreedy
2,2.876106021259441,EpsilonGreedy
2,3.2359997566773306,EpsilonGreedy
2,3.2326763579137943,EpsilonGreedy
2,2.5198774102037067,EpsilonGreedy
2,5.2984688617348334,EpsilonGreedy
2,4.654978375736585,EpsilonGreedy
2,2.295720869410107,EpsilonGreedy
2,3.9857227168235636,EpsilonGreedy
2,2.405535451861778,EpsilonGreedy
2,3.217507905693561,EpsilonGreedy
2,4.945871284827684,EpsilonGreedy
2,3.6916206809508676,EpsilonGreedy
2,4.286148455106442,EpsilonGreedy
2,3.0397416959104273,EpsilonGreedy
2,3.011348478976219,EpsilonGreedy
2,2.7166846841673866,EpsilonGreedy
2,3.122053934503005,EpsilonGreedy
2,1.749003669018153,EpsilonGreedy
2,5.605977466959518,EpsilonGreedy
2,2.1807356064451975,EpsilonGreedy
2,3.61570874916454,EpsilonGreedy
2,3.656883366224343,EpsilonGreedy
2,3.791649147922791,EpsilonGreedy
2,5.191066005559717,EpsilonGreedy
2,3.340067630525231,EpsilonGreedy
2,2.1442252505874286,EpsilonGreedy
2,5.741878340269917,EpsilonGreedy
2,0.9199824391530989,EpsilonGreedy
2,1.715859115910037,EpsilonGreedy
2,5.042396422714073,EpsilonGreedy
2,3.485175105229589,EpsilonGreedy
2,4.010136999225445,EpsilonGreedy
2,2.8037388007237105,EpsilonGreedy
2,2.5623343301972947,EpsilonGreedy
2,1.813664904778628,EpsilonGreedy
2,5.597704643234383,EpsilonGreedy
2,2.3496290559299733,EpsilonGreedy
2,2.733682671477297,EpsilonGreedy
2,2.3354650703577873,EpsilonGreedy
2,2.9911359773436224,EpsilonGreedy
2,2.865327245917402,EpsilonGreedy
2,3.6672060935318385,EpsilonGreedy
2,4.613969820727444,EpsilonGreedy
2,2.046540829028099,EpsilonGreedy
2,2.7248760136529255,EpsilonGreedy
2,3.5630788739725707,EpsilonGreedy
2,1.4674726580826787,EpsilonGreedy
2,3.8315427577092827,EpsilonGreedy
2,3.2076126882280644,EpsilonGreedy
2,2.850810840241281,EpsilonGreedy
2,2.3405865885489976,EpsilonGreedy
2,2.871788473904889,EpsilonGreedy
2,2.49886003272143,EpsilonGreedy
2,3.4685634933715224,EpsilonGreedy
2,3.50818977749213,EpsilonGreedy
2,5.501698212860443,EpsilonGreedy
2,3.4696207893755044,EpsilonGreedy
2,1.1691846258063152,EpsilonGreedy
2,6.16737167206416,EpsilonGreedy
2,5.235674686984474,EpsilonGreedy
2,2.3340615172046038,EpsilonGreedy
2,0.7543328010061638,EpsilonGreedy
2,2.1216288129072156,EpsilonGreedy
2,2.930977485003772,EpsilonGreedy
2,2.8124213357297485,EpsilonGreedy
2,2.0343824001228485,EpsilonGreedy
2,2.146585960250346,EpsilonGreedy
2,3.04559216447005,EpsilonGreedy
2,2.369007870126053,EpsilonGreedy
2,3.907494768417256,EpsilonGreedy
2,3.0358945497676997,EpsilonGreedy
2,4.103713869390598,EpsilonGreedy
2,3.132566067964786,EpsilonGreedy
2,2.6217071164629706,EpsilonGreedy
2,3.5467793541652397,EpsilonGreedy
2,1.83110373425828,EpsilonGreedy
2,2.2574856491430593,EpsilonGreedy
2,2.0717305485835498,EpsilonGreedy
2,3.5943688089231696,EpsilonGreedy
2,4.040205928223663,EpsilonGreedy
2,2.9052466264215977,EpsilonGreedy
2,3.2296279301636535,EpsilonGreedy
2,2.8475286448949038,EpsilonGreedy
2,2.189224080107015,EpsilonGreedy
2,3.8622630247968788,EpsilonGreedy
2,3.6525346937594794,EpsilonGreedy
2,1.1074540146960363,EpsilonGreedy
2,2.609061430334775,EpsilonGreedy
2,2.3295684329537405,EpsilonGreedy
2,2.648859306179161,EpsilonGreedy
2,4.107388428338713,EpsilonGreedy
2,2.444453267186579,EpsilonGreedy
2,3.4917930553996124,EpsilonGreedy
2,3.4904195717027666,EpsilonGreedy
2,2.3962197609379308,EpsilonGreedy
2,2.413451911478657,EpsilonGreedy
2,4.910804588458785,EpsilonGreedy
2,2.370928027930571,EpsilonGreedy
2,2.831444125937239,EpsilonGreedy
2,2.4323162273279104,EpsilonGreedy
2,3.731215493342874,EpsilonGreedy
2,3.678299411192041,EpsilonGreedy
2,2.9519704692858233,EpsilonGreedy
2,4.298659734164335,EpsilonGreedy
2,3.107679869726605,EpsilonGreedy
2,2.276563185893175,EpsilonGreedy
2,3.731145529257608,EpsilonGreedy
2,3.4308402443337482,EpsilonGreedy
2,3.243307664128366,EpsilonGreedy
2,2.6563116520622163,EpsilonGreedy
2,4.549209476526304,EpsilonGreedy
2,3.942166505163829,EpsilonGreedy
2,3.8600963841430698,EpsilonGreedy
2,3.5024221291904123,EpsilonGreedy
2,4.720830297119534,EpsilonGreedy
2,2.5810798807514534,EpsilonGreedy
2,2.5182267370151603,EpsilonGreedy
2,4.626519471699682,EpsilonGreedy
2,0.5187050134347984,EpsilonGreedy
2,3.513835193065546,EpsilonGreedy
2,2.7431896915809664,EpsilonGreedy
2,4.63811274954764,EpsilonGreedy
2,4.50103884000446,EpsilonGreedy
2,2.426110517664867,EpsilonGreedy
2,2.5356089233862615,EpsilonGreedy
2,1.546573502725594,EpsilonGreedy
2,4.965327508453712,EpsilonGreedy
2,4.962822634045459,EpsilonGreedy
2,2.6149397381404937,EpsilonGreedy
2,3.90182480036169,EpsilonGreedy
2,4.274677338564759,EpsilonGreedy
2,3.257996992120066,EpsilonGreedy
2,3.469116709781063,EpsilonGreedy
2,3.162762078923981,EpsilonGreedy
2,2.0882055112486433,EpsilonGreedy
2,2.3905044181819415,EpsilonGreedy
2,1.853508792400432,EpsilonGreedy
2,3.062502733249476,EpsilonGreedy
2,2.2195259936746563,EpsilonGreedy
2,2.5288918276973007,EpsilonGreedy
2,4.075124275217289,EpsilonGreedy
2,3.632116101268378,EpsilonGreedy
2,2.0212333521387467,EpsilonGreedy
2,3.351891067906436,EpsilonGreedy
2,3.1327806982641553,EpsilonGreedy
2,4.701696208533461,EpsilonGreedy
2,4.3831450008722745,EpsilonGreedy
2,4.2651972516236984,EpsilonGreedy
2,3.5593592087283312,EpsilonGreedy
2,3.651409280927022,EpsilonGreedy
2,4.976544273728228,EpsilonGreedy
2,2.4202990885263724,EpsilonGreedy
2,2.9758951218474987,EpsilonGreedy
2,3.650281574959703,EpsilonGreedy
2,4.567353001959409,EpsilonGreedy
2,1.4424172141382663,EpsilonGreedy
2,4.054363548387204,EpsilonGreedy
2,2.813943494857119,EpsilonGreedy
2,4.042765175844401,EpsilonGreedy
2,3.5059911099595347,EpsilonGreedy
2,1.0025886565404931,EpsilonGreedy
2,1.630301820314933,EpsilonGreedy
2,2.5258256835700963,EpsilonGreedy
2,2.663377272678839,EpsilonGreedy
2,3.3517546765937136,EpsilonGreedy
2,3.3835440074739216,EpsilonGreedy
2,4.031339994264311,EpsilonGreedy
2,6.104867428466722,EpsilonGreedy
2,3.347402636642329,EpsilonGreedy
2,2.917149085194108,EpsilonGreedy
2,2.626834817786803,EpsilonGreedy
2,3.599783855964729,EpsilonGreedy
2,4.1335467745027055,EpsilonGreedy
2,1.7227795340769168,EpsilonGreedy
2,1.4512201774877882,EpsilonGreedy
2,3.749302417397503,EpsilonGreedy
2,2.282712050043922,EpsilonGreedy
2,1.6144149135173114,EpsilonGreedy
2,4.444311583712345,EpsilonGreedy
2,2.8926740044034234,EpsilonGreedy
2,2.26404808079997,EpsilonGreedy
2,4.542255946048499,EpsilonGreedy
2,4.804497088361609,EpsilonGreedy
2,1.6749235290639528,EpsilonGreedy
2,4.073052159003127,EpsilonGreedy
2,3.0168850584198954,EpsilonGreedy
2,2.906234550477329,EpsilonGreedy
2,2.2330467611175693,EpsilonGreedy
2,2.2398507277420787,EpsilonGreedy
2,2.4086967849079692,EpsilonGreedy
2,1.0478147785965557,EpsilonGreedy
2,5.189750287809186,EpsilonGreedy
2,1.7400800336268443,EpsilonGreedy
2,1.703498232519171,EpsilonGreedy
2,1.4874044991611841,EpsilonGreedy
2,4.49468857536438,EpsilonGreedy
2,3.1777558935804024,EpsilonGreedy
2,3.173908041656505,EpsilonGreedy
2,4.0894367093604345,EpsilonGreedy
2,1.7626583545529537,EpsilonGreedy
2,3.6292489718935848,EpsilonGreedy
2,3.190937750773316,EpsilonGreedy
2,2.105436767586216,EpsilonGreedy
2,4.971668750461816,EpsilonGreedy
2,2.7868646633326786,EpsilonGreedy
2,3.0677535727621628,EpsilonGreedy
2,3.400114474648217,EpsilonGreedy
2,3.427870677190386,EpsilonGreedy
2,0.9121109653993913,EpsilonGreedy
2,2.267315808742381,EpsilonGreedy
2,3.5054271466248177,EpsilonGreedy
2,2.5415630598130825,EpsilonGreedy
2,2.4061634910015464,EpsilonGreedy
2,2.89715583686393,EpsilonGreedy
2,2.9732056533643365,EpsilonGreedy
2,3.3733961919135553,EpsilonGreedy
2,3.5070157644871913,EpsilonGreedy
2,3.1806454642754405,EpsilonGreedy
2,3.751740273393576,EpsilonGreedy
2,3.839184867716312,EpsilonGreedy
2,4.815372684826906,EpsilonGreedy
2,1.386531339731598,EpsilonGreedy
2,3.931009464327855,EpsilonGreedy
2,2.6654924936432534,EpsilonGreedy
2,3.2061909820293266,EpsilonGreedy
2,4.223190105426658,EpsilonGreedy
2,3.6942334104859835,EpsilonGreedy
2,3.789900080037874,EpsilonGreedy
2,2.608574483313265,EpsilonGreedy
2,1.659471396617483,EpsilonGreedy
2,4.164434645992907,EpsilonGreedy
2,0.9804444510228314,EpsilonGreedy
2,4.071400910373722,EpsilonGreedy
2,0.8487703821293304,EpsilonGreedy
2,4.768298308396772,EpsilonGreedy
2,3.451095296582978,EpsilonGreedy
2,1.9509930774295137,EpsilonGreedy
2,3.6223968705232883,EpsilonGreedy
2,3.058401472102668,EpsilonGreedy
2,3.0896081599276086,EpsilonGreedy
2,1.8186060167011986,EpsilonGreedy
2,4.0224409523938105,EpsilonGreedy
2,0.8142895175246574,EpsilonGreedy
2,4.318764615727194,EpsilonGreedy
2,3.0868591631618028,EpsilonGreedy
2,1.8133028823120665,EpsilonGreedy
